fixing non ASCII chars on jmetal...
loading java files...
compiling...
removing aux files...
running...
	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Obj1	Obj2	Obj3	Obj4	Obj5
	0.003	0.000	0.000	4.000	1.196	3.072	7.000	8.000	9.000	10.000	11.000	12.000	13.000	13.797	15.000	16.000	0.973	0.973	4.526	1.208	2.418
	0.020	0.843	3.590	0.000	4.443	5.855	6.119	12.655	8.279	5.859	9.873	10.075	11.777	14.984	10.499	19.881	0.954	4.184	0.955	0.962	1.718
	0.006	1.241	3.402	0.000	4.329	6.414	1.566	12.932	7.773	4.964	8.640	9.515	14.994	15.391	8.300	13.016	0.969	4.099	0.970	0.973	2.184
	0.473	1.454	0.000	3.396	4.377	5.931	4.501	5.972	7.254	13.618	8.156	8.362	14.282	10.989	11.769	10.903	0.948	0.948	6.500	0.952	0.984
	0.029	0.000	0.179	0.119	8.392	0.883	1.604	14.674	16.320	16.563	18.502	21.787	2.351	25.412	27.275	25.433	1.964	1.013	1.016	1.293	1.634
	0.127	0.008	0.000	0.000	5.000	7.570	6.978	8.000	17.100	13.598	18.785	0.854	14.090	7.200	15.000	31.046	0.985	3.006	1.227	1.109	1.204
	0.017	0.005	0.000	3.262	6.079	9.062	13.622	5.246	9.436	18.546	15.413	10.370	20.313	19.269	13.261	0.703	0.982	0.982	5.132	1.112	1.798
	0.010	0.104	0.031	0.000	2.628	12.000	1.559	11.144	6.800	6.151	22.000	15.395	21.533	4.467	19.265	32.000	0.986	3.513	1.041	1.027	2.007
	0.047	0.000	0.000	0.000	10.000	0.000	13.300	7.741	14.019	20.000	7.966	20.039	17.728	11.317	23.295	25.767	0.982	0.982	4.861	1.248	1.460
	0.000	0.000	0.000	4.354	6.189	3.790	10.299	2.903	7.350	15.842	8.405	16.472	16.113	12.986	16.065	9.585	0.973	0.973	4.168	1.256	2.820
	0.104	1.833	0.479	0.000	5.008	4.221	8.083	5.544	7.423	8.439	16.256	11.669	8.672	16.119	16.039	15.444	0.962	4.238	0.978	0.964	1.228
	0.001	0.007	0.003	0.000	2.498	6.037	2.529	8.278	9.188	6.960	12.525	8.433	13.888	7.900	13.624	22.733	0.962	2.955	1.058	1.070	2.629
	0.004	1.378	0.002	0.000	3.133	3.536	6.043	6.393	5.958	11.435	6.367	9.105	5.913	17.082	11.061	8.501	0.962	3.399	1.087	0.966	2.302
	0.809	0.731	0.000	3.123	3.356	6.165	4.820	4.147	4.176	11.759	7.689	11.014	7.342	12.852	11.361	11.095	0.948	0.948	6.474	0.959	0.958
	0.006	0.000	2.766	0.400	5.000	6.000	7.000	8.000	12.209	10.000	11.000	12.265	13.000	14.163	15.476	16.000	0.974	0.974	0.974	7.600	2.169
	0.000	0.008	0.231	0.067	3.704	7.118	4.312	9.395	16.145	9.714	17.925	3.984	16.202	2.072	4.883	26.708	1.793	1.004	1.000	1.070	3.051
	0.377	0.000	3.145	3.757	3.749	5.125	5.481	6.136	4.886	7.508	14.676	10.246	9.344	13.021	10.679	11.996	0.947	0.947	0.947	8.535	1.002
	0.133	0.000	0.000	1.488	4.193	1.584	6.221	6.668	7.872	6.701	4.794	8.926	11.329	20.736	10.465	25.498	0.960	0.960	4.789	1.307	1.170
	0.085	0.127	2.343	0.000	1.795	9.113	3.289	6.128	14.370	11.474	16.917	1.829	12.374	12.499	3.286	28.368	2.047	1.151	0.985	1.022	1.295
	0.188	0.326	0.071	0.000	6.618	2.638	9.741	8.249	11.054	12.628	7.037	5.276	12.061	9.360	11.945	17.915	2.018	1.101	1.015	0.991	1.116
	0.005	0.000	3.165	4.265	2.918	7.329	5.361	11.028	5.392	5.975	14.820	13.079	18.241	9.977	13.375	11.759	0.961	0.961	0.961	7.566	2.191
	0.067	0.283	0.267	0.001	5.677	8.498	8.914	7.810	11.222	7.002	11.017	7.926	15.338	10.269	19.139	22.163	2.059	1.068	0.984	0.985	1.339
	0.856	0.776	1.197	2.101	4.766	3.216	4.909	5.422	6.630	6.222	8.168	5.789	9.104	9.511	14.153	11.729	2.618	0.937	0.941	0.944	0.942
	0.093	0.214	0.373	0.000	5.511	8.231	8.963	7.893	11.267	6.495	10.118	7.594	15.998	10.245	19.009	20.716	2.066	1.088	0.988	0.999	1.260
	0.007	0.033	3.000	0.000	1.489	12.000	1.062	8.000	7.544	9.352	21.672	15.698	20.174	3.631	19.119	32.000	0.987	3.781	0.988	1.056	2.121
	0.152	2.175	0.677	0.000	5.523	4.430	9.669	5.560	6.312	5.437	19.506	9.798	6.340	20.166	20.712	15.952	0.965	4.337	0.977	0.966	1.150
	0.684	0.121	3.000	0.000	5.000	9.889	13.698	11.780	9.000	10.000	12.154	12.000	0.708	0.519	15.000	31.403	2.103	1.186	0.987	1.029	1.001
	0.001	0.000	0.000	2.706	5.152	6.557	5.482	7.155	9.293	9.322	9.246	10.581	25.589	16.572	16.128	9.290	0.972	0.972	0.972	7.148	2.753
	0.687	0.723	0.000	2.715	3.941	5.145	3.971	4.964	5.740	10.000	9.398	9.086	9.039	11.499	8.962	10.680	0.951	0.951	6.445	0.961	0.966
	0.005	0.028	0.000	0.401	5.001	7.046	3.758	0.000	15.996	13.384	7.682	0.077	18.828	4.654	5.661	23.942	0.980	0.980	5.194	1.053	2.225
	0.002	0.000	0.032	0.000	3.711	4.914	6.049	2.904	8.115	11.492	5.633	10.045	10.031	16.725	9.025	11.467	0.959	2.906	1.001	1.209	2.521
	0.169	0.103	0.027	0.000	9.101	0.000	0.000	16.000	18.000	20.000	22.000	24.000	0.000	27.552	30.000	30.693	1.000	3.763	1.063	1.045	1.164
	0.003	0.002	0.000	4.475	5.551	8.585	14.000	7.051	10.068	8.814	6.713	20.414	14.542	12.233	16.779	14.102	0.974	0.974	4.738	1.136	2.429
	0.492	2.000	0.031	0.000	2.048	6.000	7.350	1.971	1.567	8.218	14.200	8.938	4.537	18.925	18.409	7.357	2.010	1.173	1.047	0.980	1.011
	0.456	0.000	2.415	3.288	3.959	4.907	4.442	5.669	5.668	6.982	15.703	11.754	9.857	10.412	11.210	12.199	0.944	0.944	0.944	8.577	0.983
	0.006	0.001	0.430	0.000	5.000	6.000	7.000	8.000	9.445	14.491	11.000	0.000	12.744	0.000	10.074	23.484	1.802	1.077	0.990	1.169	2.177
	0.022	0.007	0.000	0.000	4.860	10.867	0.351	0.975	18.000	13.934	14.007	24.000	0.000	0.000	0.000	21.669	0.994	0.994	5.225	1.113	1.725
	0.000	0.000	0.001	3.374	1.454	4.300	2.318	8.998	6.106	9.077	15.805	8.750	13.334	11.828	14.211	17.165	0.965	0.965	0.965	6.918	2.897
	0.818	2.000	0.105	0.000	3.038	6.000	7.000	8.000	10.936	10.000	11.000	13.843	7.610	14.000	15.000	11.560	2.027	1.197	1.009	0.968	0.976
	0.049	0.002	0.032	0.000	7.603	1.711	1.750	12.441	14.215	16.291	16.538	19.369	5.028	25.092	23.958	25.908	0.993	3.334	1.043	1.166	1.459
	0.008	0.160	0.000	0.000	3.853	5.842	4.948	9.574	16.183	10.163	16.633	7.317	12.620	5.312	8.461	23.451	0.973	3.097	1.176	1.006	2.072
	0.009	0.000	3.384	4.156	4.873	7.988	5.544	5.385	10.257	6.783	10.534	15.011	10.349	13.237	12.938	11.832	0.959	0.959	0.959	7.688	1.989
	0.000	0.000	0.196	4.135	8.435	5.332	2.387	13.753	2.776	2.817	18.905	2.135	22.711	23.843	25.078	4.588	1.657	0.992	1.004	1.741	2.942
	0.246	0.526	0.820	0.000	4.910	5.548	7.858	6.156	4.429	10.000	11.532	11.771	7.838	10.175	16.439	13.036	0.963	4.257	0.973	0.978	1.068
	0.024	0.000	0.005	0.327	9.519	6.779	0.386	15.156	16.059	19.778	20.840	22.443	13.778	17.003	28.430	31.097	1.791	1.001	1.064	1.457	1.694
	0.791	0.000	4.341	0.016	4.804	4.876	2.774	13.917	10.574	2.118	16.695	18.186	15.442	9.866	18.465	26.576	2.024	1.019	0.976	1.421	0.986
	0.119	0.001	0.042	0.000	7.309	3.148	2.131	13.084	15.290	16.055	16.013	14.715	5.265	19.640	24.071	27.653	0.990	3.368	1.036	1.197	1.225
	0.002	0.000	0.677	2.850	2.430	5.729	3.401	12.049	9.638	7.307	9.592	14.262	11.679	7.792	15.000	14.507	1.978	0.970	0.976	1.274	2.459
	0.009	2.000	0.013	0.000	4.934	6.000	7.000	8.000	9.000	10.000	11.000	12.000	13.000	14.000	15.000	16.000	0.972	3.668	1.052	0.974	2.026
	0.002	0.051	0.000	4.600	2.153	4.615	0.241	4.492	9.935	15.029	13.468	12.187	19.128	9.378	7.990	8.129	0.975	0.975	5.161	1.030	2.472
	0.001	0.075	0.069	0.001	7.319	6.000	4.138	7.884	11.615	15.718	10.658	12.756	12.269	9.932	13.550	24.545	1.846	1.048	1.006	1.014	2.745
	0.062	1.482	0.347	0.000	4.005	5.310	7.399	5.529	10.941	6.088	12.894	9.529	14.253	12.003	19.394	16.936	0.968	4.134	0.987	0.971	1.367
	0.002	0.000	1.518	3.554	4.805	5.320	6.746	7.056	12.773	8.728	10.237	8.963	10.889	10.408	13.123	17.506	0.961	0.961	0.961	7.308	2.558
	0.009	0.097	0.000	5.016	0.499	4.499	0.000	5.839	6.269	13.480	10.395	14.174	10.911	7.418	8.693	0.598	1.914	0.968	1.259	1.011	2.032
	0.020	0.003	0.000	3.221	6.192	11.261	10.502	3.064	6.134	16.640	13.391	19.141	22.403	16.204	13.803	0.592	0.984	0.984	5.087	1.132	1.750
	0.008	0.000	3.252	6.610	5.926	2.153	11.932	7.345	6.871	13.314	12.781	12.402	3.423	11.821	12.112	13.750	0.971	0.971	0.971	7.665	2.059
	0.011	0.008	0.000	4.597	5.332	6.000	4.917	8.000	6.156	9.268	7.202	3.798	13.000	11.368	12.889	14.082	0.959	0.959	5.103	1.073	1.936
	0.010	0.002	0.011	0.000	5.813	7.187	0.807	8.559	14.584	11.647	14.722	12.429	3.504	24.532	25.460	25.935	0.989	3.119	1.057	1.159	2.011
	0.263	0.231	0.020	0.000	2.068	7.074	4.163	10.644	8.869	11.935	11.637	18.568	17.830	7.875	18.977	19.959	0.981	3.829	1.054	1.009	1.077
	0.003	2.000	3.000	0.004	0.505	6.000	7.000	8.000	9.000	10.000	11.000	12.000	11.097	14.000	15.000	16.000	2.187	1.047	0.973	0.973	2.370
	0.040	1.169	0.085	0.000	5.022	4.291	8.469	8.328	10.977	11.187	14.619	10.554	5.372	11.587	15.277	24.871	1.971	1.136	1.016	0.979	1.504
	0.655	2.353	1.633	0.000	2.413	3.005	9.610	2.726	3.340	9.829	5.412	6.641	9.425	4.373	6.308	5.437	2.110	1.246	0.981	0.977	0.993
	0.000	0.125	0.000	4.000	5.000	6.816	7.000	8.000	9.000	10.000	11.000	12.000	13.000	11.869	15.000	16.000	0.971	0.971	4.925	1.004	2.928
	0.004	0.007	0.000	0.000	3.970	4.249	5.291	3.395	8.793	12.583	5.968	9.181	10.490	16.700	9.114	12.793	0.960	0.960	4.948	1.073	2.307
	0.043	0.172	0.682	0.000	4.477	6.281	3.554	9.511	18.000	4.958	15.073	11.777	13.613	12.379	9.830	25.875	0.976	3.960	0.986	1.008	1.484
	0.217	0.000	0.905	4.076	5.153	4.009	4.881	9.637	10.286	5.554	8.004	8.397	15.516	8.533	15.000	12.369	0.949	0.949	0.949	8.404	1.071
	0.003	0.000	0.011	4.394	6.441	7.654	6.865	3.438	9.178	11.840	8.076	18.426	16.824	12.517	11.896	17.417	1.877	0.972	1.031	1.263	2.435
	0.003	0.000	0.000	4.876	5.814	9.043	14.000	6.645	8.465	7.822	6.337	20.739	14.007	12.625	18.490	13.444	0.973	0.973	0.973	7.430	2.422
	0.255	0.000	1.105	3.692	4.687	4.169	5.112	9.932	10.874	5.570	6.514	8.800	14.773	5.923	13.500	11.338	0.956	0.956	0.956	8.449	1.056
	0.296	0.615	0.372	0.000	4.737	8.849	7.946	8.971	12.109	8.802	10.994	6.284	13.993	10.936	16.072	18.212	0.973	4.220	0.993	0.986	1.054
	0.243	0.035	0.142	0.012	1.065	1.952	4.639	8.549	7.064	2.954	5.882	6.311	22.273	18.852	6.971	12.720	2.126	1.027	1.006	1.050	1.081
	0.038	0.172	0.047	0.001	1.436	1.814	5.649	13.781	8.272	18.211	21.142	18.321	3.118	10.799	10.975	28.645	2.003	1.061	1.027	1.009	1.522
	0.000	0.000	0.000	0.460	5.296	10.383	7.134	3.926	6.325	1.448	9.097	12.286	9.081	0.830	18.885	23.356	0.966	0.966	3.994	1.226	2.956
	0.018	0.000	0.000	5.271	3.838	3.257	4.703	1.867	10.017	12.129	4.737	8.703	7.358	9.322	10.989	27.677	0.963	0.963	0.963	7.833	1.768
	0.032	1.103	0.131	0.000	2.875	1.537	4.575	4.168	3.827	3.892	9.006	5.770	8.572	14.463	10.037	7.894	1.982	1.121	1.001	0.973	1.569
	0.002	1.166	0.000	0.013	3.309	5.232	4.903	5.745	8.047	12.959	5.998	4.231	7.584	17.308	11.884	16.674	0.961	0.961	5.540	0.965	2.555
	0.107	0.437	0.000	1.779	3.435	5.259	5.286	6.025	8.540	8.403	9.696	9.331	12.271	14.746	14.397	16.774	2.105	0.964	1.185	0.978	1.219
	0.843	0.944	2.352	2.431	4.390	5.404	4.524	5.291	6.728	8.746	9.927	9.961	9.222	9.809	10.043	11.251	2.668	0.932	0.932	0.937	0.938
	0.137	0.089	0.072	0.000	6.447	3.875	4.234	0.000	18.000	10.774	0.000	0.000	26.000	5.815	0.000	32.000	0.991	3.811	1.034	1.040	1.195
	0.042	0.001	0.000	4.000	6.118	6.000	10.782	8.549	14.555	12.618	11.726	13.021	11.344	14.000	22.234	16.000	0.979	0.979	4.989	1.192	1.491
	0.183	0.159	0.000	3.399	5.356	6.163	6.791	8.822	5.854	13.585	15.188	11.121	13.000	16.402	20.680	12.493	0.973	0.973	5.989	1.009	1.123
	0.001	0.019	3.195	0.000	4.445	3.517	7.014	2.021	1.619	8.162	10.924	19.718	13.083	14.999	14.135	15.932	0.975	3.564	0.976	1.054	2.658
	0.049	0.271	0.162	0.000	5.748	8.677	9.029	7.793	11.382	7.003	11.169	7.872	15.345	10.144	19.579	22.596	0.962	3.866	0.992	0.986	1.431
	0.071	0.029	0.008	0.000	3.099	5.692	7.509	2.532	8.071	0.000	7.715	13.441	11.824	12.401	27.231	21.636	0.969	3.442	1.057	1.047	1.332
	0.530	0.383	0.000	4.950	3.433	5.737	6.942	6.682	6.211	13.176	8.987	8.110	9.890	11.333	7.482	7.330	0.958	0.958	6.297	0.978	0.986
	0.000	0.001	0.000	3.106	7.193	7.856	7.768	5.136	4.335	7.148	10.956	9.337	13.638	11.757	6.345	21.421	0.968	0.968	4.427	1.138	2.856
	0.067	0.112	0.023	0.000	6.647	7.893	8.112	8.050	14.503	15.220	15.181	7.039	9.581	10.489	3.872	31.127	0.976	3.648	1.042	1.018	1.352
	0.010	0.000	0.000	4.966	3.528	5.779	8.537	6.267	5.767	8.796	8.109	12.407	15.359	17.794	9.261	9.018	0.963	0.963	0.963	7.714	1.960
	0.013	0.000	1.008	1.858	5.000	6.000	6.289	8.000	10.523	10.000	11.000	12.000	13.000	14.000	13.002	16.000	1.715	0.973	0.975	1.943	1.882
	0.027	1.329	0.000	4.000	5.000	6.471	7.000	8.000	6.865	10.000	11.000	12.000	13.000	16.433	16.800	12.310	0.969	0.969	6.015	0.973	1.626
	0.002	0.009	0.000	5.465	4.478	3.802	9.564	8.415	5.703	6.187	7.966	12.000	13.000	19.128	20.494	22.301	0.972	0.972	4.891	1.075	2.540
	0.024	0.049	0.082	0.000	1.464	10.544	4.728	3.096	16.384	19.709	22.000	0.000	24.047	11.101	0.483	21.062	0.987	3.612	1.025	1.047	1.680
	0.008	0.025	1.543	0.000	5.000	10.773	1.610	10.396	11.808	13.063	20.125	17.471	12.879	4.009	18.063	30.590	1.915	1.131	0.992	1.064	2.060
	0.045	0.000	0.000	4.907	5.696	4.501	5.320	9.605	8.340	8.310	8.288	13.471	20.285	13.634	18.770	14.447	0.968	0.968	0.968	8.054	1.459
	0.008	0.005	0.000	0.000	0.826	0.082	3.898	7.454	1.228	6.900	2.604	1.596	24.608	25.902	8.143	5.363	0.983	0.983	5.037	1.110	2.053
	0.051	0.067	0.109	0.000	4.799	9.265	5.377	8.634	9.671	16.022	20.238	3.469	16.767	8.688	4.207	26.176	0.983	3.725	1.017	1.037	1.439
	0.009	0.033	0.000	3.239	7.004	7.572	7.706	6.423	5.018	7.086	10.532	8.594	14.848	12.613	8.418	21.518	0.963	0.963	5.285	1.033	2.000
	0.004	0.007	1.574	6.253	2.460	6.518	4.977	8.469	8.259	9.846	6.831	14.017	12.906	7.801	12.241	17.633	2.237	0.967	0.970	1.082	2.261
	0.006	0.126	0.000	3.288	7.074	7.640	7.715	6.353	4.617	6.999	10.496	8.520	14.893	12.593	8.157	21.685	0.957	0.957	5.397	0.994	2.174
	0.108	0.000	0.000	0.000	10.000	0.000	1.005	16.000	18.000	20.000	17.153	24.000	0.000	28.000	28.524	32.000	0.999	0.999	5.067	1.241	1.255
	0.110	0.062	0.441	0.000	3.780	11.239	5.430	4.451	7.644	18.465	19.126	0.000	22.409	12.515	15.000	16.000	0.978	3.914	0.993	1.035	1.228
	1.484	2.749	0.035	0.000	2.944	4.022	0.653	4.445	5.193	12.370	5.441	4.027	6.212	6.566	7.760	5.608	0.978	4.293	1.047	0.978	0.978
	0.014	0.000	0.351	8.000	0.000	0.000	0.000	0.000	0.000	17.212	0.000	23.705	26.000	25.549	10.431	0.000	0.988	0.988	0.988	7.805	1.878
	0.110	0.000	0.000	0.000	1.382	0.973	3.289	9.252	6.573	6.721	12.705	10.800	8.512	7.149	10.521	12.788	0.953	0.953	0.953	8.246	1.204
	1.079	2.363	0.063	0.001	2.758	3.406	1.325	4.111	5.895	11.062	4.620	5.740	5.252	7.878	9.844	4.211	2.194	1.096	1.028	0.975	0.977
	0.014	0.031	0.000	3.759	4.702	10.278	8.543	7.831	6.169	4.789	7.568	10.983	9.859	4.955	20.746	20.087	0.968	0.968	5.342	1.041	1.846
	0.023	0.043	0.000	5.632	6.453	12.000	11.188	1.772	5.574	0.000	0.000	1.512	6.044	4.225	24.620	25.116	0.991	0.991	5.478	1.055	1.711
	0.000	0.000	0.000	5.300	5.000	6.000	7.000	14.543	10.631	12.370	10.557	6.785	17.193	11.385	15.000	16.000	0.974	0.974	3.609	1.292	2.982
	0.038	0.202	0.000	0.000	3.562	5.106	4.399	6.558	8.526	7.303	6.662	9.295	12.932	13.237	9.988	13.682	0.955	0.955	5.756	0.984	1.503
	0.121	0.008	0.000	1.317	3.683	2.729	5.897	6.315	7.425	6.906	3.388	8.721	10.083	21.482	8.877	24.922	0.962	0.962	5.448	1.084	1.192
	0.480	0.126	0.008	0.000	5.000	4.981	1.989	10.972	9.000	10.000	15.492	18.201	12.715	21.437	15.000	21.976	0.981	3.742	1.078	1.023	1.016
	0.064	0.000	2.628	4.000	1.620	6.000	5.194	6.692	9.000	10.000	11.000	12.000	20.190	11.265	15.000	7.907	2.207	0.971	0.972	1.248	1.361
	0.052	0.258	0.000	0.000	4.101	4.629	4.431	3.990	9.384	6.908	2.065	5.691	12.776	15.594	8.405	13.919	0.967	0.967	5.857	0.992	1.418
	0.445	0.024	0.000	5.399	4.692	5.593	1.668	9.354	12.925	9.484	10.403	12.724	20.579	3.951	15.909	15.409	0.979	0.979	5.828	1.068	1.020
	0.146	0.000	0.022	0.922	4.482	0.754	5.474	6.304	7.387	5.620	3.463	9.070	9.397	23.736	11.711	23.297	0.964	0.964	0.964	8.324	1.155
	0.002	2.035	0.553	0.000	3.762	3.426	10.446	3.562	6.681	6.910	17.684	12.704	6.869	18.673	12.319	11.230	0.955	3.844	0.968	0.957	2.526
	0.002	0.018	0.000	4.000	5.704	6.000	7.000	8.000	9.000	10.000	11.000	12.000	18.319	14.000	12.291	16.000	0.972	0.972	5.012	1.055	2.485
	0.210	0.036	0.000	0.246	4.285	6.000	5.295	8.000	17.070	9.042	11.000	3.583	18.493	4.885	15.089	16.000	0.977	0.977	5.774	1.051	1.104
	0.196	0.004	0.000	2.516	0.432	5.069	7.510	4.349	0.688	0.000	0.000	0.000	16.888	16.796	0.000	20.986	0.989	0.989	5.425	1.146	1.128
	0.121	0.132	0.000	0.000	3.443	6.795	0.000	16.000	18.000	0.000	19.827	4.675	10.547	9.993	4.722	27.837	0.978	0.978	5.896	1.017	1.209
	0.000	0.001	0.000	3.161	3.603	8.778	6.687	7.768	14.267	15.823	8.232	10.482	9.408	14.000	15.000	27.384	0.968	0.968	4.399	1.154	2.836
	0.593	0.944	0.077	0.000	4.801	5.783	3.893	8.769	10.946	10.245	14.369	1.915	14.603	12.571	12.687	17.250	0.975	4.172	1.023	0.983	0.998
	0.007	0.000	2.159	4.984	4.918	5.013	6.101	7.341	13.277	7.751	7.315	10.808	10.684	8.513	14.083	19.645	0.964	0.964	0.964	7.616	2.119
	1.000	0.038	0.000	4.000	5.000	4.371	7.000	8.950	9.000	11.135	10.009	3.993	18.305	11.655	16.601	16.000	2.116	0.973	1.215	1.049	0.977
	0.383	0.827	0.000	0.332	5.831	6.054	5.751	8.160	10.544	8.517	9.378	10.632	18.747	10.789	17.723	10.883	0.964	0.964	6.380	0.973	1.018
	0.707	0.391	0.000	5.998	2.446	5.713	7.394	6.004	6.684	12.555	7.820	8.267	6.576	7.632	9.824	1.494	0.959	0.959	6.351	0.979	0.973
	0.933	1.717	0.033	0.000	2.819	0.000	11.508	5.971	0.000	18.168	9.315	14.497	0.000	17.860	30.000	0.000	0.987	4.202	1.056	0.990	0.993
	0.125	0.878	0.000	2.704	3.417	5.900	3.509	12.387	7.537	11.974	8.193	3.821	13.683	14.278	15.227	23.293	0.973	0.973	6.208	0.981	1.197
	0.116	0.614	0.000	0.023	0.800	1.054	7.512	9.606	5.972	6.841	13.742	10.273	12.530	8.561	11.075	16.515	0.964	0.964	6.126	0.976	1.203
	0.045	2.547	0.013	0.001	2.081	0.905	9.956	3.516	2.339	3.411	19.054	12.190	3.875	20.459	6.971	5.298	2.052	1.081	1.074	0.988	1.476
	0.030	0.345	0.244	0.000	5.000	6.433	6.825	6.302	8.180	10.000	3.774	8.662	13.000	14.000	11.330	16.000	0.963	3.880	0.986	0.983	1.590
	0.468	0.923	0.391	0.000	5.787	5.938	8.901	7.907	2.085	10.868	11.691	15.421	14.893	8.593	13.879	15.007	0.975	4.318	0.994	0.983	1.012
	0.618	0.010	1.859	0.000	3.050	0.516	1.610	7.924	10.967	8.417	9.153	3.503	8.019	9.246	17.787	20.265	0.973	4.033	0.976	1.093	0.993
	0.744	0.158	0.001	4.000	5.452	6.000	1.017	8.961	12.491	10.000	17.199	14.653	12.517	26.836	20.682	16.000	2.272	0.983	1.144	1.020	0.995
	0.035	0.375	0.000	0.001	2.927	6.607	4.893	5.269	6.710	5.976	3.965	6.022	15.795	10.775	8.306	10.923	1.776	1.033	1.211	0.975	1.528
	0.001	0.961	0.100	0.219	3.194	6.114	4.682	5.019	9.365	13.443	11.138	7.288	12.936	15.608	8.275	15.333	2.134	0.985	1.004	0.976	2.693
	0.015	0.063	3.712	0.008	2.244	10.317	11.532	7.630	10.175	0.035	11.000	12.009	8.415	16.376	15.000	0.308	2.157	1.040	0.980	1.033	1.833
	0.078	0.078	0.000	2.379	0.000	4.162	0.000	9.799	9.159	7.049	19.037	8.214	12.908	8.339	14.634	20.105	0.965	0.965	5.731	1.016	1.302
	0.179	0.210	0.007	0.000	0.000	5.241	3.117	7.583	13.342	9.685	20.169	9.408	18.885	0.000	8.466	15.800	0.979	3.685	1.078	1.008	1.133
	0.803	0.763	0.904	1.303	4.632	3.380	5.634	6.014	8.977	7.732	8.943	6.484	8.813	10.078	12.775	11.033	2.586	0.953	0.957	0.957	0.957
	1.000	0.210	0.000	4.000	4.028	2.715	5.924	15.200	9.000	10.000	12.252	12.000	13.000	15.895	21.603	13.481	0.974	0.974	6.318	1.006	0.979
	0.001	2.040	0.000	0.055	0.339	7.710	5.256	15.004	9.712	4.868	21.905	23.535	15.716	7.820	26.715	27.544	0.986	0.986	5.510	0.987	2.779
	0.076	0.009	0.006	4.000	4.291	7.930	5.099	15.059	16.175	16.022	19.777	9.774	20.667	5.350	19.866	25.772	2.140	0.984	1.072	1.102	1.324
	0.010	0.087	0.369	0.000	5.922	4.044	8.795	8.746	11.370	12.711	11.039	14.162	11.003	7.095	15.526	17.662	0.975	3.705	0.991	1.020	1.976
	0.478	0.112	0.000	0.116	1.122	0.681	3.644	10.032	10.433	1.211	3.359	4.253	23.931	20.289	5.163	11.199	0.968	0.968	6.081	1.013	1.003
	0.088	0.119	1.541	0.000	6.515	5.561	0.000	11.408	17.856	15.308	13.553	9.750	1.877	17.260	16.667	18.976	0.984	4.082	0.988	1.025	1.289
	0.088	1.618	0.112	0.000	7.394	6.107	6.569	5.179	8.432	6.446	6.715	2.633	9.255	13.051	18.029	22.190	0.967	4.063	1.005	0.970	1.271
	0.013	0.144	0.001	0.004	2.010	3.868	3.878	6.840	7.730	7.314	4.110	8.160	7.821	24.788	16.575	16.000	1.862	1.022	1.111	1.001	1.885
	0.031	0.644	3.000	4.000	4.256	6.000	7.000	7.343	9.314	8.513	4.186	7.707	13.947	15.623	10.454	16.793	2.542	0.963	0.964	0.974	1.578
	0.004	0.000	0.648	0.036	7.100	7.736	4.087	13.438	14.816	11.636	19.633	21.512	12.972	16.778	27.263	18.935	1.920	1.015	0.995	1.234	2.291
	0.076	0.000	0.003	0.000	7.606	5.357	0.000	0.940	7.302	11.636	12.798	10.597	4.494	22.716	15.206	10.949	0.973	2.877	1.063	1.359	1.317
	0.037	0.000	2.827	0.201	7.947	4.096	5.799	5.333	11.170	10.068	11.000	16.036	11.216	14.000	22.239	21.184	0.973	0.973	0.973	8.014	1.525
	0.007	0.278	0.000	0.006	5.369	6.000	5.197	9.757	14.279	10.000	11.000	12.000	14.778	12.779	11.367	5.956	0.971	0.971	5.566	0.993	2.096
	0.041	0.024	0.133	2.659	5.271	4.201	6.807	9.686	9.270	11.118	15.109	12.730	12.890	9.125	14.007	17.895	2.246	0.968	0.996	1.049	1.486
	0.001	0.748	0.130	0.000	4.960	7.605	6.880	8.152	12.618	11.481	16.467	6.416	12.028	13.405	8.957	15.538	0.974	3.627	1.004	0.983	2.597
	0.127	0.026	0.000	0.400	3.716	4.302	5.277	2.080	7.194	11.918	4.704	10.600	8.570	17.038	7.576	9.807	0.964	0.964	5.637	1.047	1.185
	0.020	0.000	0.000	4.372	2.918	3.596	5.680	4.425	7.801	10.522	4.673	7.247	7.710	7.844	7.728	28.617	0.972	0.972	0.972	7.871	1.732
	0.173	1.496	0.990	0.001	5.000	4.516	7.000	8.000	3.830	10.000	11.000	12.000	13.000	14.000	15.000	11.779	2.200	1.094	0.975	0.970	1.126
	0.027	0.773	0.136	0.000	3.763	6.368	4.457	7.335	8.365	14.273	10.952	7.465	13.379	12.243	9.080	16.408	0.967	3.897	1.000	0.976	1.621
	0.088	0.069	0.003	0.076	7.753	5.411	0.227	1.691	7.992	12.278	11.983	10.074	4.629	21.872	15.104	11.005	2.036	0.997	1.092	1.027	1.276
	0.200	0.031	2.109	0.000	3.772	3.636	4.519	7.674	3.553	10.637	14.477	21.328	9.918	19.407	16.285	21.241	0.975	4.051	0.977	1.053	1.111
	0.044	0.975	0.000	4.132	3.579	8.098	7.856	9.000	10.832	12.439	7.813	11.093	16.008	19.289	15.263	14.939	0.970	0.970	6.048	0.976	1.466
	0.326	0.004	2.947	0.000	4.865	5.142	4.894	8.824	10.232	10.308	8.612	10.320	19.731	14.106	17.015	20.032	0.968	3.928	0.970	1.119	1.038
